file,lines,characters,keywords_found,preview,topic
Seerah of Prophet Muhammad 75 - Recap & Battle of Dhat Al Salasil ~ Dr. Yasir Qadhi ｜ 5th Feb 2014.txt,991,66871,"battle, hadith, muslim, prophet, surah","[00:00:00] In the name of Allah, the most Gracious, the most Merciful.
 [00:00:22] We begin with a brief recap because in this recap we will, inshaAllah, refresh our memories and move on to the next step which is the conquest of Mecca.
 [00:00:44] We are now in the eighth year of the Hijrah and the Prophet ﷺ is 61 years old now.
 [00:00:51] InshaAllah we have covered the entire seerah up until this stage and our Prophet ﷺ is now nearing the pinnacle really of his career and that is the conquest of Mecca.
 [00:01:02] Of course in Mecca for 40 years he has lived amongst his own people. For 40 years we talked about how they respected him, how they loved him more than anyone else in their community.
 [00:01:13] And every single indication was that he would become the next leader or at least if not the leader then amongst the elite and amongst the noblemen.
 [00:01:22] But when our Prophet ﷺ began preaching a new belief system other than their own and he began preaching equality amongst all people and he began preaching in the worship of Allah, they became his worst enemies.
 [00:01:34] They rejected him merely because of a new belief system and they fabricated against him lies that they knew were lies.
 [00:01:43] They accused him of being mad, they accused him of being crazy, they accused him of being a magician, they accused him of being a fanciful poet.
 [00:01:51] Now it's very interesting here, they never accused him of being power hungry nor did they accuse him of being insincere.",Tafsir / Quran
Seerah of Prophet Muhammad 102 - The Mosque & Grave of Muhammad ~ Dr. Yasir Qadhi ｜ 4th Feb 2015.txt,892,87521,"battle, bukhari, hadith, khilafah, muslim, prophet","[00:00:30] special session inshallah ta'ala it was advertised as the succession of the
 [00:00:36] election of Abu Bakr and the cover of the process and but as I was doing my
 [00:00:40] research today I realized that there's way too much information just about the
 [00:00:44] second point which is the cover of the process and there's no time to really do
 [00:00:49] the caliphate Abu Bakr until maybe next session so we will inshallah ta'ala
 [00:00:54] begin with a description of the house of the Prophet sallallahu alaihi wasallam and also the
 [00:00:59] cover and also some of the main some of the main architectural changes that took
 [00:01:05] place and which everybody asks about and there's no doubt that the cover of the
 [00:01:09] Prophet sallallahu alaihi wasallam is the most respected and the most worthy cover in the
 [00:01:14] entire world and it is a part of our heritage in general history to discuss",Hadith / Sunnah
Seerah 104 - The 1st Rightful Khalifah of Islam Part 2： Election of Abu Bakr ~ Dr. Yasir Qadhi.txt,1434,85734,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah, tafsir","[00:00:00] In the name of Allah, the most Gracious, the most Merciful.
 [00:00:22] All praise be to Allah, the Lord of the worlds.
 [00:00:24] And peace and blessings be upon the Master Muhammad and upon his family and companions.
 [00:00:28] And after so many breaks that were unexpected because of the cold front and what not, inshaAllah,
 [00:00:34] we are finally alhamdulillah coming back, I think after one month.
 [00:00:37] How long has it been? More than a month? One month.
 [00:00:41] Four weeks break, I think, right?
 [00:00:43] So, it is a four week break. Now we're coming back after that.
 [00:00:49] This is the fifth week, to be very pedantic about it.
 [00:00:53] So, four week break as I said, alhamdulillah.",Tafsir / Quran
Seerah of Prophet Muhammad 80 - The Conquest of Makkah Part 5 ~ Dr. Yasir Qadhi ｜ 26th March 2014.txt,1610,91921,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] So we are still on the concord.
 [00:00:29] We are still talking about the incidents that occurred in the conquest of Mecca.
 [00:00:34] And as is typical with all of the incidents of the Seerah, what we have is lots of narrations and we need to piece the puzzle together.
 [00:00:41] We need to figure out what exactly happened when.
 [00:00:43] So in our last class I went into a little bit of a tangent regarding all of the various people that the Prophet ﷺ had not forgiven.
 [00:00:52] And obviously each one of these stories took place over the course of the next two, three weeks.
 [00:00:56] We just lumped them all together for logistics sake.
 [00:00:59] But even of those, we said there were either six or seven or eight or nine, even of those, the bulk of them eventually were forgiven and only a handful were executed.
 [00:01:09] And as we said, this is the general rule of Islam, that mercy and tolerance and compassion, but strictness must be shown as the exception to sense some fear.
 [00:01:19] There's got to be some sense of strictness in order that people do not cross the line.",Tafsir / Quran
Seerah 103 - The 1st Rightful Khalifah of Islam Part 1： Incident of the Scrolls ~ Dr. Yasir Qadhi.txt,252,26593,"bukhari, hadith, muslim, prophet","[00:00:00] So we will
 [00:00:29] now continue from where we left off last time and we were supposed to do the election
 [00:00:37] of Abu Bakr as-Siddiq and the game plan is as follows that typically speaking, Seira
 [00:00:45] finishes not with the death of the procession but with the election of Abu Bakr and the
 [00:00:51] sending of Usama's caravan or the Usama's expedition to Syria because these things of
 [00:00:58] related to, immediately related to the death of the Prophet ﷺ and so we just to be full
 [00:01:04] and complete we really do need to go into these issues and then after that inshallah
 [00:01:10] we will start talking about the wives of the Prophet ﷺ and the family of the Prophet
 [00:01:14] ﷺ and of course the issue of the death of the Prophet ﷺ and what happens afterwards
 [00:01:24] is extremely controversial between two strands of Islam and this is where of course the Sunni",Hadith / Sunnah
Seerah of Prophet Muhammad 48 - Martyrdom of Hamza ｜ Uhud Part 3 - Yasir Qadhi ｜ 6th February 2013.txt,1244,84658,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] So, last week we had discussed the issue of the
 [00:00:26] initial victory of the Muslims and Allah Subhanahu wa ta'ala references this in the Qur'an.
 [00:00:36] And by the way, inshallah, maybe not next Wednesday, but two Wednesdays from now we will go over the verses about Surah Ali'i Muran about Uhud.
 [00:00:44] Just as we went over Surah Al-Anfahl about Badr, we're going to go over all the verses about Uhud.
 [00:00:49] And Allah Subhanahu wa ta'ala in these verses Allah Subhanahu wa ta'ala says
 [00:00:54] Allah Subhanahu wa ta'ala fulfilled his promise on you.
 [00:01:04] I can't remember the verse right now.
 [00:01:06] Surah Al-Imran, Hafiz Al-Walaqad, Nasarakumu Allahu
 [00:01:10] No, that's not it.
 [00:01:13] No, no, no, we're talking about Uhud now.",Tafsir / Quran
Seerah of Muhammad 54 - Expedition of al-Muraysi & Banu al-Mustaliq - Yasir Qadhi ｜ 20th March 2013.txt,1293,83345,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah, tafsir","[00:00:00] So last time we were doing the incident of the Banu Nadir, the incident of the
 [00:00:26] Banu Nadir, and we have just one or two incidents related to the Banu Nadir remaining, and then inshallah we move on to the next segment of the Seerah.
 [00:00:36] So, are we ready? Should we? Okay. So, of the things that occurred probably around this time, if not before the Banu Nadir, again, for a lot of the incidents of the Seerah, we don't have exact time frames, but of the issues that occurred,
 [00:00:49] around this time, was the command of the Prophet ﷺ to Zayd ibn Thabit to learn the Hebrew language, to learn the Hebrew language. And the Prophet ﷺ commanded Zayd to learn Hebrew because he said that he wanted someone trustworthy.
 [00:01:10] because he said that he wanted someone trustworthy. He did not trust the correspondence. He wanted somebody to know the Hebrew language in order to communicate if they write anything or if anything goes on. And so Zayd said, I learned it in 15 days, two weeks.
 [00:01:25] It took him two weeks to learn Hebrew. When the Prophet ﷺ commands you, you're going to put your heart and mind to it. So he learned an entire language. We're talking about reading and writing, obviously, not just conversational. He learned it in two weeks.
 [00:01:36] Now, also, by the way, the Prophet ﷺ made a very wise decision, obviously, in choosing the right person for multiple reasons. Zayd ibn Thabit, firstly, he was very young, and so he had a sharper mind, obviously. It's easier to know a language as a young man.
 [00:01:49] When the Prophet ﷺ first came to Medina, Zayd was probably 11 years old. And the tribe of Zayd ibn Thabit introduced him to the Prophet ﷺ and said, this is our young boy Zayd, and he has memorized so many surahs of the Quran.
 [00:02:02] And he recited some of the surahs. As a young boy, he had already started becoming a hafidh. And as we know, Zayd ibn Thabit was one of the main hufadh and the main person associated with the Quran.
 [00:02:13] So much so that Zayd ibn Thabit was the primary compiler of the Quran after the death of the Prophet ﷺ. Allah Azza wa Jal chose him, i.e. Abu Bakr and Umar. Allah Azza wa Jal chose him through Abu Bakr and Umar to be the main compiler of the Quran.",Tafsir / Quran
Seerah of Prophet Muhammad 62 - Minor expeditions between Khandaq & Hudaybiyyah - Dr. Yasir Qadhi.txt,1584,93897,"battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] In the name of Allah, the Most Gracious, the Most Merciful.
 [00:00:21] All praise be to Allah, the Lord of the worlds.
 [00:00:23] And peace and blessings be upon our Master Muhammad and upon his family and companions.
 [00:00:27] Welcome back to the renewal, if you like, or the resumption of our series of the Seerah of the Prophet ﷺ
 [00:00:36] after the hiatus that we took in the month of Ramadan.
 [00:00:39] And Alhamdulillah, we are on, I think, number 63, 64 now, around that time, Alhamdulillah.
 [00:00:45] And we have finished in the last series, we finished the Battle of Khandaq or the Battle of Ahzab.
 [00:00:51] And we are now in the end of the fifth year and the beginning of the sixth year of the Hijra.
 [00:00:58] And the next major incident will be the incident of Hudaybiyyah that will take place in late sixth year Hijra.
 [00:01:03] So we have around seven, eight months to cover.",Tafsir / Quran
Seerah of Prophet Muhammad 101 - The Death of Prophet Muhammad ~ Dr. Yasir Qadhi ｜ 24th Jan 2015.txt,2183,125957,"ayah, battle, bukhari, hadith, khilafah, muslim, prophet, surah","[00:00:30] I welcome you to our 101st Seerah episode and our finale for this series.
 [00:00:42] I have been teaching the Seerah, Alhamdulillah, for an entire decade of my life, quite literally
 [00:00:48] ten years ago I started.
 [00:00:50] And every time I moved I would have to cut short that Seerah.
 [00:00:54] But Allah Azza wa Jal has willed that in this community of Memphis, Tennessee, I'm actually
 [00:00:59] coming to the conclusion for the very first time.
 [00:01:02] And Alhamdulillah I thank Allah Azza wa Jal for what He has bestowed upon us.
 [00:01:06] And I pray that Allah Subhanahu wa Ta'ala accepts this endeavor from me and from all
 [00:01:11] of those who have participated.
 [00:01:13] And insha'Allah, perhaps towards the end when we finish I want to also summarize because",Tafsir / Quran
Seerah of Prophet Muhammad 76 - The Conquest of Makkah Part 1 ~ Dr. Yasir Qadhi ｜ 19th Feb 2014.txt,962,65202,"battle, bukhari, hadith, muslim, prophet","[00:00:00] So, we are now
 [00:00:29] resuming our Seerah class after last week's break.
 [00:00:35] And inshallah we will begin talking about the actual incidents of the conquest of Mecca,
 [00:00:40] the actual incidents that occurred for the conquest of Mecca.
 [00:00:43] Now the Treaty of Hudaybiyyah going back two years, one of the clauses in the Treaty of
 [00:00:47] Hudaybiyyah was that either side, the Quraysh and the Muslims, they had the permission to
 [00:00:53] form alliances with any tribe and that if those alliances were formed, the same conditions
 [00:00:58] of Hudaybiyyah would apply to those tribes as well.
 [00:01:01] And those conditions included no warfare.
 [00:01:04] So any tribe could enter into an agreement with the Quraysh and any tribe could enter",Hadith / Sunnah
Seerah of Prophet Muhammad 46 - The Battle of Uhud Part 1 - Yasir Qadhi ｜ 23rd January 2013.txt,1490,93352,"ayah, battle, bukhari, hadith, muslim, prophet, surah","[00:00:00] In the name of Allah, the most Gracious, the most Merciful.
 [00:00:23] So insha'Allah today we will be starting the first of a series of lectures about the battle of Uhud.
 [00:00:37] We have finished the battle of Badr and we've also done our summary of the entire Meccan Seerah.
 [00:00:43] And I apologize about my voice but I'm still suffering a little bit from the flu so apologies about that.
 [00:00:49] So let us begin today by setting up the battle.
 [00:00:53] We talked about the incidents that took place after the battle of Badr.
 [00:00:57] What are some of the most important incidents? Who can remind me? Those who are taking notes.
 [00:01:01] What are some of the most important incidents between Badr and Uhud?
 [00:01:05] What happened?
 [00:01:10] The what?",Tafsir / Quran
Seerah of Prophet Muhammad 63 - Between the Battle of Khandaq & Hudaybiyya - P1 - Dr. Yasir Qadhi.txt,2079,95394,"battle, bukhari, hadith, muslim, prophet, surah, tafsir","[00:00:00] So we now move on to one of the most significant, one of the most interesting, one of the most
 [00:00:30] uh... lessons in the seerah of the Prophet sallallahu alaihi wasallam
 [00:00:33] and this incident uh... marks a turning point for islam
 [00:00:37] it is the precursor to the conquest of mecca
 [00:00:41] and in fact allah subhanahu wa ta'ala calls this incident a clear victory
 [00:00:45] inna fatahna laka fatham mubeena
 [00:00:47] we have given you a clear victory
 [00:00:49] uh... many muslims they consider surah al-fatahtabi for the conquest of mecca but this is not true
 [00:00:54] surah al-fataht came down at the treaty of hudaibiyya
 [00:00:58] and so uh... the fatah that allah refers to inna fatahna laka fatham mubeena",Tafsir / Quran
